"Epoch","theta1","theta2","Loss"
1,-0.235510736703873,-0.88421444920823,7198.16565894194
2,-0.0706648846720384,-0.159366676906683,6942.30610086039
3,-0.0353357897437068,-0.0115504602866502,6931.50991988566
4,-0.0279646729464785,0.0179819954305622,6931.07674214737
5,-0.0264310690713129,0.0238796666545919,6931.05938092483
6,-0.026112438972708,0.0250575912843373,6931.05868479539
7,-0.026046317689809,0.0252928784018256,6931.05865687138
8,-0.0260326114569026,0.025339880553791,6931.05865575082
9,-0.0260297732123033,0.0253492707662192,6931.05865570584
10,-0.0260291860407228,0.0253511469318385,6931.05865570403
11,-0.0260290646768013,0.0253515218229827,6931.05865570396
12,-0.0260290396129898,0.0253515967395107,6931.05865570396
13,-0.026029034621887,0.0253516111976794,6931.05865570396
