"Epoch","theta1","theta2","Loss"
1,-0.0916011803783476,0.641529771033674,7044.53072690799
2,0.0598537040350883,0.174742588153513,6931.9298168648
3,0.0899535521867759,0.0829598191752574,6927.54525048238
4,0.0959112458053436,0.0651355849063705,6927.37922247162
5,0.0970917093060477,0.0616773267289706,6927.37294550045
6,0.0973257494673005,0.0610064631445068,6927.37270819261
7,0.0973721721070607,0.0608763323374981,6927.37269921952
8,0.0973813841938284,0.0608510916699939,6927.37269888016
9,0.0973832130189471,0.0608461961756692,6927.37269886732
10,0.0973835762402992,0.0608452467381356,6927.37269886684
11,0.0973836484099973,0.0608450626146236,6927.37269886682
12,0.0973836627557038,0.0608450269100462,6927.37269886682
13,0.0973836648752732,0.060845021748864,6927.37269886682
