"Epoch","theta1","theta2","Loss"
1,0.054320340976119,0.520947988145053,7009.19571282532
2,-0.00896795349644105,0.124924737184409,6934.23999509348
3,-0.0224291323448873,0.0452341330113142,6931.18595113763
4,-0.0252712381541228,0.0293204094941121,6931.06374546785
5,-0.0258698620936606,0.0261438628550052,6931.05885926316
6,-0.0259956676743281,0.0255097749622608,6931.05866384792
7,-0.0260220520232929,0.0253831920301073,6931.0586560299
8,-0.0260275749310722,0.025357920245527,6931.05865571701
9,-0.0260287290019983,0.0253528744153226,6931.05865570448
10,-0.0260289697714511,0.0253518668674422,6931.05865570398
11,-0.0260290199280968,0.0253516656640168,6931.05865570396
12,-0.0260290303623628,0.0253516254810581,6931.05865570396
13,-0.0260290316394422,0.0253516207176409,6931.05865570396
