"Epoch","theta1","theta2","Loss"
1,0.807674548588693,0.54299108684063,7151.29303025148
2,0.245471758692637,0.15805985074082,6937.10151011261
3,0.12754204033502,0.0800002573032462,6927.76909824992
4,0.103510053911909,0.0646117525059542,6927.38876132087
5,0.0986275534771303,0.0615857035921955,6927.3733496386
6,0.0976361720997758,0.0609907077240999,6927.37272524896
7,0.0974349173477696,0.0608736848526743,6927.3726999371
8,0.0973940674845467,0.0608506609659419,6927.37269891027
9,0.0973857769517028,0.0608461294236592,6927.37269886858
10,0.0973840945676014,0.0608452371942483,6927.37269886689
11,0.0973837532008736,0.0608450614534145,6927.37269886682
12,0.0973836839424351,0.0608450268246707,6927.37269886682
13,0.0973836698922617,0.0608450199985995,6927.37269886682
14,0.0973836677802442,0.0608450189973647,6927.37269886682
