"Epoch","theta1","theta2","Loss"
1,-0.58632316859439,0.346417712979019,7059.89926653474
2,-0.139665465975921,0.0891842255349388,6936.35828435735
3,-0.0488345563417329,0.0378988938360567,6931.27013826198
4,-0.0306029101311582,0.0278151816452513,6931.0670800167
5,-0.0269463756045107,0.0258351091100096,6931.05899130683
6,-0.0262130310507945,0.0254464706213611,6931.05866907728
7,-0.0260659422623657,0.025370218116398,6931.05865623704
8,-0.0260364376044842,0.0253552623847163,6931.05865572521
9,-0.0260305186873541,0.0253523301323991,6931.0586557048
10,-0.0260293311842738,0.0253517554493771,6931.05865570399
11,-0.0260290929150336,0.0253516428641809,6931.05865570396
12,-0.0260290451024887,0.0253516208170486,6931.05865570396
13,-0.0260290355072395,0.025351616501537,6931.05865570396
14,-0.0260290345390704,0.0253516160745964,6931.05865570396
