"Epoch","theta1","theta2","Loss"
1,0.626512818038464,-0.833782635629177,7264.06976112703
2,0.137764107005503,-0.163565453000648,6944.84906440333
3,0.0396160526127305,-0.0297008705395268,6931.90172858428
4,0.0204765754423185,-0.00371436438794457,6931.41197991927
5,0.0167488332327417,0.00132363819582158,6931.39351186065
6,0.0160227141110414,0.00230018725971239,6931.39281555127
7,0.0158812457315374,0.00248945434019216,6931.39278929787
8,0.0158536773703841,0.00252613180762913,6931.39278830799
9,0.0158483037157144,0.00253323842353748,6931.39278827067
10,0.015847256001865,0.00253461519244587,6931.39278826926
11,0.0158470516696328,0.00253488187156314,6931.39278826921
12,0.0158470118075651,0.00253493351811892,6931.39278826921
13,0.0158470040286439,0.0025349435184025,6931.39278826921
14,0.0158470035946514,0.00253494407308918,6931.39278826921
