"Epoch","theta1","theta2","Loss"
1,0.524782055523247,0.413487175945193,7045.10209422095
2,0.207832117494511,0.0296188120097858,6929.78949708937
3,0.143792074202391,-0.0478727086746148,6925.06254973507
4,0.131054131634883,-0.0633680355582938,6924.87429353287
5,0.128524243292692,-0.0664654979595777,6924.86680976858
6,0.128021868894387,-0.067084648024505,6924.86651231611
7,0.127922107245764,-0.0672084045744993,6924.86650049338
8,0.127902295375493,-0.0672331401293535,6924.86650002345
9,0.127898360636651,-0.0672380838779931,6924.86650000477
10,0.127897579125404,-0.0672390719139048,6924.86650000403
11,0.127897423892694,-0.06723926937026,6924.866500004
12,0.127897393056581,-0.0672393088297944,6924.86650000399
13,0.127897386930764,-0.0672393167150478,6924.86650000399
14,0.127897386835692,-0.0672393168378877,6924.86650000399
