"Epoch","theta1","theta2","Loss"
1,0.396075706928968,-0.0424375557340682,6980.23283935615
2,0.0825229919432862,0.00599039047173438,6933.41281188449
3,0.0183603644897728,0.0158666720391179,6931.44897167928
4,0.00528474768988279,0.0178758768933566,6931.36741407847
5,0.0026205492117289,0.018284714343476,6931.36402838387
6,0.00207771482541308,0.0183679145975417,6931.36388783572
7,0.00196711166389203,0.0183848472050929,6931.36388200124
8,0.00194457615887227,0.018388293422303,6931.36388175903
9,0.00193998453150967,0.0183889948442895,6931.36388174898
10,0.0019390489845788,0.0183891376130443,6931.36388174856
11,0.0019388583664773,0.0183891666735636,6931.36388174854
12,0.00193881952798755,0.018389172589035,6931.36388174854
13,0.00193881161464117,0.0183891737932126,6931.36388174854
14,0.00193881106280421,0.0183891738771323,6931.36388174854
