"Epoch","theta1","theta2","Loss"
1,-0.125073103699833,0.431482710409909,6989.80141681436
2,-0.0245073057329572,0.0999228545964533,6933.67160398011
3,-0.00353960430184214,0.0344093727186322,6931.45391595566
4,0.000805178482787712,0.0215363345590852,6931.36739520594
5,0.00170442739046398,0.0190074782998964,6931.36401899103
6,0.00189038744382083,0.0185106614122852,6931.36388711539
7,0.00192881298451612,0.018413047185841,6931.36388195866
8,0.00193674720303987,0.0183938658748053,6931.36388175678
9,0.00193838436855711,0.0183900962864451,6931.36388174887
10,0.00193872196965668,0.0183893553826723,6931.36388174856
11,0.00193879154494157,0.0183892097416665,6931.36388174854
12,0.00193880587545362,0.0183891811090331,6931.36388174854
13,0.00193880815130989,0.0183891767422873,6931.36388174854
