"Epoch","theta1","theta2","Loss"
1,0.0243736738339067,0.983846767339855,7219.71189209591
2,0.00550158729349545,0.211891322497797,6943.16935960489
3,0.00244384759174467,0.0563672157827871,6931.81899811495
4,0.00199818858382726,0.0258350117810449,6931.38137431632
5,0.00194237776438819,0.0198488907034059,6931.36455399294
6,0.00193786555577896,0.0186753492413088,6931.36390758541
7,0.00193828991776951,0.0184452800347537,6931.36388274168
8,0.00193863959112485,0.0184001743015797,6931.36388178672
9,0.00193876239381175,0.018391330892045,6931.36388175001
10,0.00193879751360636,0.0183895969953003,6931.3638817486
11,0.00193880664736763,0.0183892570235285,6931.36388174855
12,0.00193880793333807,0.0183892173179115,6931.36388174854
