"Epoch","theta1","theta2","Loss"
1,0.38497663801536,0.735613327939063,7137.01132729871
2,0.11936148781567,0.13975977764492,6938.74987943113
3,0.066519840166915,0.0214271395989309,6930.8611697196
4,0.0562366673064277,-0.00165609331074016,6930.56110159977
5,0.0542388352267636,-0.00615534255967629,6930.54971346035
6,0.0538507960707945,-0.00703227547788626,6930.54928133384
7,0.053775434705262,-0.00720319653570293,6930.54926493696
8,0.0537607997860819,-0.00723651077603748,6930.54926431479
9,0.0537579579313094,-0.00724300414166296,6930.54926429118
10,0.0537574061295129,-0.00724426979733989,6930.54926429028
11,0.0537572989940329,-0.00724451649621777,6930.54926429025
12,0.0537572781945895,-0.00724456458289576,6930.54926429025
13,0.0537572746257,-0.00724457286545899,6930.54926429025
