"Epoch","theta1","theta2","Loss"
1,-0.788668035529554,-0.951120343059301,7422.58717932395
2,-0.116174640873677,-0.196626219878545,6951.02489883122
3,0.0204426293998619,-0.0440560296421632,6931.32943203866
4,0.0472277931407919,-0.0143922357018278,6930.57892574121
5,0.0524772322593485,-0.00863236863975794,6930.55039232095
6,0.0535063029058249,-0.00751401462427793,6930.54930719617
7,0.0537080623044236,-0.00729688367582673,6930.5492659224
8,0.0537476229485223,-0.00725473017144116,6930.54926435234
9,0.053755380612483,-0.00724654716051665,6930.54926429261
10,0.0537569019872103,-0.00724495876389186,6930.54926429034
11,0.0537572003736978,-0.00724465046624349,6930.54926429025
12,0.0537572589012035,-0.00724459063252945,6930.54926429025
13,0.0537572703821844,-0.00724457902111189,6930.54926429025
14,0.0537572717236032,-0.00724457767639009,6930.54926429025
