"Epoch","theta1","theta2","Loss"
1,-0.779270282480866,-0.515007178299129,7146.70981553205
2,-0.219728197141348,-0.143562673026447,6938.62343363716
3,-0.10510714325557,-0.0633201333060238,6929.49921905725
4,-0.0822115126106994,-0.0464570209377191,6929.12212019464
5,-0.0776442752611612,-0.0429281160363098,6929.10658518291
6,-0.0767325698473189,-0.0421911713624235,6929.10594439982
7,-0.0765504001876593,-0.0420375279612286,6929.10591792394
8,-0.0765139638964857,-0.0420055415942479,6929.10591682822
9,-0.0765066688979332,-0.0419988911461503,6929.1059167828
10,-0.0765052069192387,-0.0419975100474129,6929.10591678092
11,-0.0765049136462034,-0.0419972235421132,6929.10591678084
12,-0.0765048547607203,-0.0419971641654498,6929.10591678083
13,-0.0765048429265282,-0.041997151870952,6929.10591678083
14,-0.0765048414182755,-0.0419971502670936,6929.10591678083
