"Epoch","theta1","theta2","Loss"
1,0.0734426854178309,-0.505364461336285,7003.26234881241
2,-0.0499007702526912,-0.135008351014463,6932.0431359104
3,-0.071857198683548,-0.0605751807058956,6929.22089887162
4,-0.0757060090808468,-0.0457102336135733,6929.11043355789
5,-0.0763705339695967,-0.0427399763779191,6929.10609497354
6,-0.0764829465960326,-0.0421459029095547,6929.10592384127
7,-0.0765014316372766,-0.0420269662740798,6929.10591706178
8,-0.0765043480036743,-0.0420031312554299,6929.10591679206
9,-0.0765047786855425,-0.0419983501225055,6929.10591678128
10,-0.0765048349668367,-0.0419973901660636,6929.10591678085
11,-0.0765048399988748,-0.0419972247792431,6929.10591678084
