"Epoch","theta1","theta2","Loss"
1,0.657684683799744,0.956876548472792,7390.92844546404
2,0.0756734067254259,0.168274597196971,6949.8224879182
3,-0.0456278925197438,0.00119526120017909,6929.97268210923
4,-0.0702325425523816,-0.0331260756472126,6929.14220132901
5,-0.0752296567483254,-0.0401751080586124,6929.1074370235
6,-0.0762454603069173,-0.0416229707405649,6929.1059804929
7,-0.0764520589857221,-0.0419203202285525,6929.10591945126
8,-0.0764940955604426,-0.0419813765170883,6929.10591689277
9,-0.0765026519882368,-0.0419939113193735,6929.10591678553
10,-0.0765043942477728,-0.041996484277454,6929.10591678103
11,-0.076504749126367,-0.0419970123344435,6929.10591678084
12,-0.0765048214342019,-0.0419971206937674,6929.10591678083
13,-0.0765048361716374,-0.0419971429265303,6929.10591678083
14,-0.0765048384920695,-0.0419971464465125,6929.10591678083
