"Epoch","theta1","theta2","Loss"
1,-0.444271739572287,-0.600966099649668,7064.87225621504
2,-0.152765915836861,-0.158320613143898,6935.04407567809
3,-0.0920889261941562,-0.0658899274321369,6929.35594593636
4,-0.0796852396611202,-0.0468983822249117,6929.11640746663
5,-0.0771538780615103,-0.0430022848806112,6929.10635672234
6,-0.0766373140660122,-0.0422032546664262,6929.10593522889
7,-0.0765318842658871,-0.0420394074318542,6929.10591755441
8,-0.0765103620373746,-0.0420058124611808,6929.10591681327
9,-0.076505967687137,-0.0419989247655584,6929.10591678219
10,-0.0765050702964272,-0.0419975127449441,6929.10591678089
11,-0.0765048870044661,-0.0419972232921118,6929.10591678084
12,-0.0765048495610208,-0.0419971639604828,6929.10591678083
13,-0.0765048419107902,-0.04199715179951,6929.10591678083
14,-0.0765048414699761,-0.0419971510972903,6929.10591678083
