"theta1","theta2","Loss"
-0.99,-0.62,7336.38941576405
-0.99,-0.61,7332.6173516432
-0.99,-0.6,7328.90286526754
-0.99,-0.59,7325.24603490617
-0.99,-0.58,7321.64693771001
-0.99,-0.57,7318.10564970375
-0.99,-0.56,7314.62224577789
-0.99,-0.55,7311.19679968092
-0.99,-0.54,7307.82938401149
-0.99,-0.53,7304.52007021084
-0.99,-0.52,7301.26892855513
-0.99,-0.51,7298.07602814808
-0.99,-0.5,7294.94143691353
-0.99,-0.49,7291.86522158824
-0.99,-0.48,7288.84744771472
-0.99,-0.47,7285.88817963422
-0.99,-0.46,7282.98748047978
-0.99,-0.45,7280.14541216941
-0.99,-0.44,7277.36203539943
-0.99,-0.43,7274.63740963786
-0.99,-0.42,7271.97159311795
-0.99,-0.41,7269.36464283186
-0.99,-0.4,7266.81661452442
-0.99,-0.39,7264.32756268703
-0.99,-0.38,7261.89754055167
-0.99,-0.37,7259.52660008506
-0.99,-0.36,7257.21479198294
-0.99,-0.35,7254.96216566445
-0.99,-0.34,7252.76876926669
-0.99,-0.33,7250.63464963933
-0.99,-0.32,7248.55985233948
-0.99,-0.31,7246.54442162657
-0.99,-0.3,7244.58840045741
-0.99,-0.29,7242.6918304814
-0.99,-0.28,7240.8547520359
-0.99,-0.27,7239.07720414166
-0.99,-0.26,7237.35922449845
-0.99,-0.25,7235.70084948083
-0.99,-0.24,7234.10211413405
-0.99,-0.23,7232.56305217007
-0.99,-0.22,7231.08369596379
-0.99,-0.21,7229.66407654933
-0.99,-0.2,7228.30422361655
-0.99,-0.19,7227.00416550769
-0.99,-0.18,7225.76392921407
-0.99,-0.17,7224.58354037312
-0.99,-0.16,7223.46302326536
-0.99,-0.15,7222.40240081168
-0.99,-0.14,7221.4016945707
-0.99,-0.13,7220.46092473629
-0.99,-0.12,7219.58011013528
-0.99,-0.11,7218.75926822525
-0.99,-0.1,7217.99841509255
-0.99,-0.09,7217.29756545046
-0.99,-0.08,7216.65673263742
-0.99,-0.07,7216.07592861557
-0.99,-0.0599999999999999,7215.55516396928
-0.99,-0.0499999999999999,7215.09444790398
-0.99,-0.04,7214.69378824504
-0.99,-0.03,7214.35319143686
-0.99,-0.02,7214.0726625421
-0.99,-0.01,7213.85220524111
-0.99,0,7213.69182183142
-0.99,0.01,7213.59151322751
-0.99,0.02,7213.55127896061
-0.99,0.03,7213.5711171788
-0.99,0.04,7213.65102464712
-0.99,0.05,7213.79099674795
-0.99,0.0600000000000001,7213.9910274815
-0.99,0.0700000000000001,7214.25110946646
-0.99,0.0800000000000001,7214.57123394081
-0.99,0.0900000000000001,7214.9513907628
-0.99,0.1,7215.39156841204
-0.99,0.11,7215.89175399083
-0.99,0.12,7216.45193322557
-0.99,0.13,7217.07209046835
-0.99,0.14,7217.75220869872
-0.99,0.15,7218.49226952556
-0.99,0.16,7219.29225318919
-0.99,0.17,7220.15213856353
-0.99,0.18,7221.07190315847
-0.99,0.19,7222.05152312243
-0.99,0.2,7223.090973245
-0.99,0.21,7224.19022695974
-0.99,0.22,7225.34925634721
-0.99,0.23,7226.56803213802
-0.99,0.24,7227.84652371615
-0.99,0.25,7229.18469912235
-0.99,0.26,7230.58252505772
-0.99,0.27,7232.0399668874
-0.99,0.28,7233.55698864441
-0.99,0.29,7235.13355303371
-0.99,0.3,7236.76962143629
-0.99,0.31,7238.46515391347
-0.99,0.32,7240.22010921134
-0.99,0.33,7242.0344447653
-0.99,0.34,7243.90811670479
-0.99,0.35,7245.84107985812
-0.99,0.36,7247.83328775743
-0.99,0.37,7249.88469264385
-0.99,0.38,7251.99524547269
-0.99,0.39,7254.16489591888
-0.99,0.4,7256.3935923824
-0.99,0.41,7258.681281994
-0.99,0.42,7261.02791062091
-0.99,0.43,7263.43342287275
-0.99,0.44,7265.89776210756
-0.99,0.45,7268.42087043793
-0.99,0.46,7271.00268873725
-0.99,0.47,7273.64315664612
-0.99,0.48,7276.34221257883
-0.99,0.49,7279.09979373001
-0.99,0.5,7281.9158360813
-0.99,0.51,7284.79027440828
-0.99,0.52,7287.72304228738
-0.99,0.53,7290.71407210295
-0.99,0.54,7293.76329505447
-0.99,0.55,7296.87064116381
-0.99,0.56,7300.03603928263
-0.99,0.57,7303.25941709987
-0.99,0.58,7306.54070114937
-0.99,0.59,7309.87981681753
-0.99,0.6,7313.27668835114
-0.99,0.61,7316.73123886524
-0.99,0.62,7320.24339035112
-0.99,0.63,7323.8130636844
-0.99,0.64,7327.44017863318
-0.99,0.65,7331.12465386633
-0.99,0.66,7334.8664069618
-0.99,0.67,7338.66535441505
-0.99,0.68,7342.52141164758
-0.99,0.69,7346.43449301549
-0.99,0.7,7350.40451181819
-0.99,0.71,7354.43138030712
-0.99,0.72,7358.51500969457
-0.99,0.73,7362.65531016257
-0.99,0.74,7366.85219087189
-0.99,0.75,7371.10555997104
-0.99,0.76,7375.41532460536
-0.99,0.77,7379.78139092625
-0.99,0.78,7384.20366410031
-0.99,0.79,7388.68204831871
-0.99,0.8,7393.2164468065
-0.99,0.81,7397.80676183201
-0.99,0.82,7402.45289471634
-0.99,0.83,7407.15474584284
-0.99,0.84,7411.91221466672
-0.99,0.85,7416.72519972462
-0.99,0.86,7421.59359864429
-0.99,0.87,7426.5173081543
-0.99,0.88,7431.49622409379
-0.99,0.89,7436.53024142227
-0.99,0.9,7441.61925422941
-0.99,0.91,7446.76315574495
-0.99,0.92,7451.96183834859
-0.99,0.93,7457.21519357994
-0.99,0.94,7462.52311214843
-0.99,0.95,7467.88548394339
-0.99,0.96,7473.30219804401
-0.99,0.97,7478.77314272941
-0.99,0.98,7484.29820548875
-0.99,0.99,7489.87727303125
-0.99,1,7495.51023129638
-0.98,-1,7516.03596915838
-0.98,-0.99,7510.1397673028
-0.98,-0.98,7504.2974601696
-0.98,-0.97,7498.50916206857
-0.98,-0.96,7492.77498654548
-0.98,-0.95,7487.09504637196
-0.98,-0.94,7481.46945353534
-0.98,-0.93,7475.89831922856
-0.98,-0.92,7470.38175384005
-0.98,-0.91,7464.9198669437
-0.98,-0.9,7459.5127672888
-0.98,-0.89,7454.16056279001
-0.98,-0.88,7448.8633605174
-0.98,-0.87,7443.62126668652
-0.98,-0.86,7438.43438664844
-0.98,-0.85,7433.30282487986
-0.98,-0.84,7428.22668497334
-0.98,-0.83,7423.20606962742
-0.98,-0.82,7418.24108063688
-0.98,-0.81,7413.33181888304
-0.98,-0.8,7408.47838432406
-0.98,-0.79,7403.68087598533
-0.98,-0.78,7398.9393919499
-0.98,-0.77,7394.25402934892
-0.98,-0.76,7389.62488435221
-0.98,-0.75,7385.05205215883
-0.98,-0.74,7380.53562698769
-0.98,-0.73,7376.07570206833
-0.98,-0.72,7371.67236963158
-0.98,-0.71,7367.32572090046
-0.98,-0.7,7363.03584608106
-0.98,-0.69,7358.80283435347
-0.98,-0.68,7354.62677386285
-0.98,-0.67,7350.50775171049
-0.98,-0.66,7346.44585394503
-0.98,-0.65,7342.44116555364
-0.98,-0.64,7338.49377045343
-0.98,-0.63,7334.60375148282
-0.98,-0.62,7330.77119039299
-0.98,-0.61,7326.99616783952
-0.98,-0.6,7323.278763374
-0.98,-0.59,7319.6190554358
-0.98,-0.58,7316.01712134388
-0.98,-0.57,7312.47303728874
-0.98,-0.56,7308.98687832441
-0.98,-0.55,7305.5587183606
-0.98,-0.54,7302.18863015486
-0.98,-0.53,7298.87668530495
-0.98,-0.52,7295.62295424117
-0.98,-0.51,7292.42750621896
-0.98,-0.5,7289.29040931143
-0.98,-0.49,7286.21173040216
-0.98,-0.48,7283.19153517796
-0.98,-0.47,7280.22988812185
-0.98,-0.46,7277.3268525061
-0.98,-0.45,7274.48249038538
-0.98,-0.44,7271.69686259005
-0.98,-0.43,7268.97002871955
-0.98,-0.42,7266.30204713593
-0.98,-0.41,7263.69297495742
-0.98,-0.4,7261.14286805225
-0.98,-0.39,7258.65178103251
-0.98,-0.38,7256.2197672481
-0.98,-0.37,7253.84687878092
-0.98,-0.36,7251.53316643908
-0.98,-0.35,7249.2786797513
-0.98,-0.34,7247.0834669614
-0.98,-0.33,7244.94757502297
-0.98,-0.32,7242.87104959412
-0.98,-0.31,7240.8539350324
-0.98,-0.3,7238.89627438987
-0.98,-0.29,7236.99810940822
-0.98,-0.28,7235.15948051415
-0.98,-0.27,7233.3804268148
-0.98,-0.26,7231.66098609337
-0.98,-0.25,7230.00119480484
-0.98,-0.24,7228.40108807185
-0.98,-0.23,7226.86069968077
-0.98,-0.22,7225.38006207782
-0.98,-0.21,7223.95920636544
-0.98,-0.2,7222.59816229872
-0.98,-0.19,7221.29695828202
-0.98,-0.18,7220.05562136576
-0.98,-0.17,7218.87417724329
-0.98,-0.16,7217.75265024799
-0.98,-0.15,7216.69106335046
-0.98,-0.14,7215.68943815592
-0.98,-0.13,7214.74779490168
-0.98,-0.12,7213.86615245484
-0.98,-0.11,7213.04452831014
-0.98,-0.1,7212.28293858789
-0.98,-0.09,7211.58139803215
-0.98,-0.08,7210.93992000899
-0.98,-0.07,7210.35851650496
-0.98,-0.0599999999999999,7209.83719812569
-0.98,-0.0499999999999999,7209.37597409463
-0.98,-0.04,7208.97485225201
-0.98,-0.03,7208.63383905388
-0.98,-0.02,7208.35293957135
-0.98,-0.01,7208.13215748999
-0.98,0,7207.97149510938
-0.98,0.01,7207.87095334282
-0.98,0.02,7207.83053171717
-0.98,0.03,7207.85022837291
-0.98,0.04,7207.93004006431
-0.98,0.05,7208.06996215976
-0.98,0.0600000000000001,7208.26998864227
-0.98,0.0700000000000001,7208.53011211017
-0.98,0.0800000000000001,7208.85032377785
-0.98,0.0900000000000001,7209.2306134768
-0.98,0.1,7209.6709696567
-0.98,0.11,7210.17137938672
-0.98,0.12,7210.73182835698
-0.98,0.13,7211.35230088013
-0.98,0.14,7212.0327798931
-0.98,0.15,7212.77324695904
-0.98,0.16,7213.57368226936
-0.98,0.17,7214.43406464598
-0.98,0.18,7215.35437154366
-0.98,0.19,7216.33457905259
-0.98,0.2,7217.37466190102
-0.98,0.21,7218.47459345809
-0.98,0.22,7219.63434573687
-0.98,0.23,7220.85388939744
-0.98,0.24,7222.1331937502
-0.98,0.25,7223.47222675926
-0.98,0.26,7224.8709550461
-0.98,0.27,7226.32934389321
-0.98,0.28,7227.84735724803
-0.98,0.29,7229.42495772691
-0.98,0.3,7231.06210661932
-0.98,0.31,7232.75876389212
-0.98,0.32,7234.514888194
-0.98,0.33,7236.33043686011
-0.98,0.34,7238.20536591672
-0.98,0.35,7240.13963008615
-0.98,0.36,7242.1331827917
-0.98,0.37,7244.18597616282
-0.98,0.38,7246.29796104038
-0.98,0.39,7248.46908698207
-0.98,0.4,7250.69930226792
-0.98,0.41,7252.98855390594
-0.98,0.42,7255.33678763795
-0.98,0.43,7257.7439479455
-0.98,0.44,7260.20997805587
-0.98,0.45,7262.73481994824
-0.98,0.46,7265.31841436003
-0.98,0.47,7267.96070079325
-0.98,0.48,7270.66161752106
-0.98,0.49,7273.4211015944
-0.98,0.5,7276.23908884876
-0.98,0.51,7279.11551391104
-0.98,0.52,7282.05031020657
-0.98,0.53,7285.04340996618
-0.98,0.54,7288.0947442334
-0.98,0.55,7291.20424287182
-0.98,0.56,7294.37183457244
-0.98,0.57,7297.59744686127
-0.98,0.58,7300.8810061069
-0.98,0.59,7304.22243752825
-0.98,0.6,7307.6216652024
-0.98,0.61,7311.07861207248
-0.98,0.62,7314.59319995571
-0.98,0.63,7318.16534955152
-0.98,0.64,7321.7949804497
-0.98,0.65,7325.48201113875
-0.98,0.66,7329.22635901419
-0.98,0.67,7333.02794038707
-0.98,0.68,7336.88667049248
-0.98,0.69,7340.80246349819
-0.98,0.7,7344.77523251333
-0.98,0.71,7348.80488959721
-0.98,0.72,7352.89134576812
-0.98,0.73,7357.0345110123
-0.98,0.74,7361.23429429292
-0.98,0.75,7365.49060355914
-0.98,0.76,7369.80334575526
-0.98,0.77,7374.17242682991
-0.98,0.78,7378.59775174531
-0.98,0.79,7383.07922448662
-0.98,0.8,7387.61674807128
-0.98,0.81,7392.21022455846
-0.98,0.82,7396.8595550586
-0.98,0.83,7401.56463974289
-0.98,0.84,7406.32537785293
-0.98,0.85,7411.14166771032
-0.98,0.86,7416.01340672643
-0.98,0.87,7420.94049141205
-0.98,0.88,7425.92281738724
-0.98,0.89,7430.96027939114
-0.98,0.9,7436.05277129183
-0.98,0.91,7441.20018609622
-0.98,0.92,7446.40241595999
-0.98,0.93,7451.65935219758
-0.98,0.94,7456.97088529218
-0.98,0.95,7462.33690490573
-0.98,0.96,7467.75729988903
-0.98,0.97,7473.2319582918
-0.98,0.98,7478.76076737276
-0.98,0.99,7484.34361360982
-0.98,1,7489.98038271015
-0.97,-1,7510.61186372587
-0.97,-0.99,7504.71134737933
-0.97,-0.98,7498.86475802185
-0.97,-0.97,7493.07221019249
-0.97,-0.96,7487.33381766531
-0.97,-0.95,7481.64969343924
-0.97,-0.94,7476.01994972786
-0.97,-0.93,7470.44469794928
-0.97,-0.92,7464.92404871601
-0.97,-0.91,7459.45811182486
-0.97,-0.9,7454.04699624686
-0.97,-0.89,7448.69081011725
-0.97,-0.88,7443.38966072541
-0.97,-0.87,7438.14365450491
-0.97,-0.86,7432.95289702355
-0.97,-0.85,7427.81749297346
-0.97,-0.84,7422.73754616118
-0.97,-0.83,7417.71315949788
-0.97,-0.82,7412.74443498953
-0.97,-0.81,7407.83147372716
-0.97,-0.8,7402.97437587711
-0.97,-0.79,7398.17324067147
-0.97,-0.78,7393.42816639835
-0.97,-0.77,7388.73925039241
-0.97,-0.76,7384.10658902533
-0.97,-0.75,7379.53027769634
-0.97,-0.74,7375.01041082286
-0.97,-0.73,7370.54708183115
-0.97,-0.72,7366.14038314705
-0.97,-0.71,7361.79040618676
-0.97,-0.7,7357.49724134773
-0.97,-0.69,7353.26097799954
-0.97,-0.68,7349.08170447494
-0.97,-0.67,7344.9595080609
-0.97,-0.66,7340.89447498977
-0.97,-0.65,7336.88669043046
-0.97,-0.64,7332.93623847978
-0.97,-0.63,7329.04320215379
-0.97,-0.62,7325.20766337926
-0.97,-0.61,7321.42970298524
-0.97,-0.6,7317.70940069462
-0.97,-0.59,7314.04683511593
-0.97,-0.58,7310.44208373508
-0.97,-0.57,7306.89522290728
-0.97,-0.56,7303.40632784901
-0.97,-0.55,7299.97547263015
-0.97,-0.54,7296.60273016612
-0.97,-0.53,7293.28817221014
-0.97,-0.52,7290.03186934568
-0.97,-0.51,7286.83389097888
-0.97,-0.5,7283.69430533117
-0.97,-0.49,7280.61317943196
-0.97,-0.48,7277.59057911143
-0.97,-0.47,7274.62656899345
-0.97,-0.46,7271.72121248861
-0.97,-0.45,7268.87457178734
-0.97,-0.44,7266.08670785318
-0.97,-0.43,7263.35768041614
-0.97,-0.42,7260.68754796618
-0.97,-0.41,7258.07636774684
-0.97,-0.4,7255.52419574893
-0.97,-0.39,7253.03108670442
-0.97,-0.38,7250.5970940804
-0.97,-0.37,7248.22227007318
-0.97,-0.36,7245.90666560251
-0.97,-0.35,7243.65033030597
-0.97,-0.34,7241.45331253343
-0.97,-0.33,7239.3156593417
-0.97,-0.32,7237.23741648925
-0.97,-0.31,7235.21862843113
-0.97,-0.3,7233.25933831398
-0.97,-0.29,7231.35958797121
-0.97,-0.28,7229.51941791829
-0.97,-0.27,7227.73886734819
-0.97,-0.26,7226.01797412697
-0.97,-0.25,7224.35677478952
-0.97,-0.24,7222.75530453538
-0.97,-0.23,7221.21359722483
-0.97,-0.22,7219.73168537498
-0.97,-0.21,7218.3096001561
-0.97,-0.2,7216.94737138809
-0.97,-0.19,7215.64502753707
-0.97,-0.18,7214.40259571212
-0.97,-0.17,7213.22010166218
-0.97,-0.16,7212.09756977314
-0.97,-0.15,7211.03502306499
-0.97,-0.14,7210.03248318922
-0.97,-0.13,7209.08997042631
-0.97,-0.12,7208.20750368339
-0.97,-0.11,7207.38510049207
-0.97,-0.1,7206.62277700643
-0.97,-0.09,7205.92054800109
-0.97,-0.08,7205.27842686956
-0.97,-0.07,7204.69642562266
-0.97,-0.0599999999999999,7204.17455488712
-0.97,-0.0499999999999999,7203.7128239043
-0.97,-0.04,7203.31124052919
-0.97,-0.03,7202.96981122939
-0.97,-0.02,7202.6885410844
-0.97,-0.01,7202.46743378499
-0.97,0,7202.30649163275
-0.97,0.01,7202.20571553981
-0.97,0.02,7202.16510502868
-0.97,0.03,7202.18465823229
-0.97,0.04,7202.26437189419
-0.97,0.05,7202.40424136886
-0.97,0.0600000000000001,7202.60426062225
-0.97,0.0700000000000001,7202.86442223239
-0.97,0.0800000000000001,7203.18471739027
-0.97,0.0900000000000001,7203.56513590077
-0.97,0.1,7204.00566618382
-0.97,0.11,7204.50629527568
-0.97,0.12,7205.0670088304
-0.97,0.13,7205.68779112143
-0.97,0.14,7206.36862504338
-0.97,0.15,7207.10949211391
-0.97,0.16,7207.91037247588
-0.97,0.17,7208.7712448995
-0.97,0.18,7209.69208678476
-0.97,0.19,7210.67287416397
-0.97,0.2,7211.71358170444
-0.97,0.21,7212.8141827113
-0.97,0.22,7213.97464913057
-0.97,0.23,7215.19495155223
-0.97,0.24,7216.47505921353
-0.97,0.25,7217.8149400025
-0.97,0.26,7219.21456046145
-0.97,0.27,7220.6738857908
-0.97,0.28,7222.19287985288
-0.97,0.29,7223.77150517606
-0.97,0.3,7225.40972295885
-0.97,0.31,7227.10749307423
-0.97,0.32,7228.86477407417
-0.97,0.33,7230.68152319416
-0.97,0.34,7232.55769635799
-0.97,0.35,7234.49324818265
-0.97,0.36,7236.4881319833
-0.97,0.37,7238.54229977845
-0.97,0.38,7240.65570229525
-0.97,0.39,7242.82828897491
-0.97,0.4,7245.06000797825
-0.97,0.41,7247.35080619138
-0.97,0.42,7249.70062923152
-0.97,0.43,7252.10942145293
-0.97,0.44,7254.577125953
-0.97,0.45,7257.10368457839
-0.97,0.46,7259.68903793139
-0.97,0.47,7262.33312537634
-0.97,0.48,7265.03588504618
-0.97,0.49,7267.79725384911
-0.97,0.5,7270.61716747538
-0.97,0.51,7273.49556040424
-0.97,0.52,7276.43236591086
-0.97,0.53,7279.42751607356
-0.97,0.54,7282.48094178095
-0.97,0.55,7285.59257273935
-0.97,0.56,7288.76233748018
-0.97,0.57,7291.99016336757
-0.97,0.58,7295.27597660596
-0.97,0.59,7298.61970224788
-0.97,0.6,7302.02126420181
-0.97,0.61,7305.48058524012
-0.97,0.62,7308.99758700709
-0.97,0.63,7312.57219002713
-0.97,0.64,7316.20431371289
-0.97,0.65,7319.8938763737
-0.97,0.66,7323.64079522386
-0.97,0.67,7327.44498639123
-0.97,0.68,7331.30636492573
-0.97,0.69,7335.22484480803
-0.97,0.7,7339.20033895829
-0.97,0.71,7343.23275924492
-0.97,0.72,7347.32201649354
-0.97,0.73,7351.46802049589
-0.97,0.74,7355.67068001885
-0.97,0.75,7359.92990281359
-0.97,0.76,7364.2455956247
-0.97,0.77,7368.61766419942
-0.97,0.78,7373.04601329695
-0.97,0.79,7377.53054669781
-0.97,0.8,7382.07116721323
-0.97,0.81,7386.66777669467
-0.97,0.82,7391.32027604329
-0.97,0.83,7396.02856521958
-0.97,0.84,7400.79254325296
-0.97,0.85,7405.61210825148
-0.97,0.86,7410.48715741154
-0.97,0.87,7415.41758702768
-0.97,0.88,7420.40329250236
-0.97,0.89,7425.44416835586
-0.97,0.9,7430.54010823615
-0.97,0.91,7435.69100492886
-0.97,0.92,7440.89675036717
-0.97,0.93,7446.15723564193
-0.97,0.94,7451.47235101158
-0.97,0.95,7456.8419859123
-0.97,0.96,7462.26602896803
-0.97,0.97,7467.74436800067
-0.97,0.98,7473.27689004012
-0.97,0.99,7478.86348133454
-0.97,1,7484.50402736046
-0.96,-1,7505.24155598125
-0.96,-0.99,7499.33675744249
-0.96,-0.98,7493.48591788291
-0.96,-0.97,7487.68915206925
-0.96,-0.96,7481.94657400231
-0.96,-0.95,7476.25829690669
-0.96,-0.94,7470.62443322068
-0.96,-0.93,7465.04509458599
-0.96,-0.92,7459.52039183766
-0.96,-0.91,7454.05043499388
-0.96,-0.9,7448.63533324591
-0.96,-0.89,7443.27519494801
