"theta1","theta2","Loss"
-0.0220279635743847,-0.02593311622982,6929.25861950042
-0.0220279635743847,-0.0257602287882878,6929.26839766189
-0.0220279635743847,-0.0255873413467557,6929.27819428686
-0.0220279635743847,-0.0254144539052236,6929.28800937537
-0.0220279635743847,-0.0252415664636914,6929.29784292742
-0.0220279635743847,-0.0250686790221593,6929.30769494304
-0.0220279635743847,-0.0248957915806272,6929.31756542225
-0.0220279635743847,-0.024722904139095,6929.32745436506
-0.0220279635743847,-0.0245500166975629,6929.33736177151
-0.0220279635743847,-0.0243771292560308,6929.3472876416
-0.0220279635743847,-0.0242042418144986,6929.35723197536
-0.0220279635743847,-0.0240313543729665,6929.3671947728
-0.0220279635743847,-0.0238584669314344,6929.37717603395
-0.0220279635743847,-0.0236855794899022,6929.38717575882
-0.0220279635743847,-0.0235126920483701,6929.39719394744
-0.0220279635743847,-0.023339804606838,6929.40723059982
-0.0220279635743847,-0.0231669171653058,6929.41728571598
-0.0220279635743847,-0.0229940297237737,6929.42735929593
-0.0220279635743847,-0.0228211422822416,6929.43745133971
-0.0220279635743847,-0.0226482548407094,6929.44756184732
-0.0220279635743847,-0.0224753673991773,6929.45769081878
-0.0220279635743847,-0.0223024799576452,6929.46783825412
-0.0220279635743847,-0.022129592516113,6929.47800415334
-0.0220279635743847,-0.0219567050745809,6929.48818851647
-0.0220279635743847,-0.0217838176330488,6929.49839134353
-0.0220279635743847,-0.0216109301915166,6929.50861263452
-0.0220279635743847,-0.0214380427499845,6929.51885238948
-0.0220279635743847,-0.0212651553084524,6929.52911060841
-0.0220279635743847,-0.0210922678669202,6929.53938729134
-0.0220279635743847,-0.0209193804253881,6929.54968243827
-0.0220279635743847,-0.020746492983856,6929.55999604923
-0.0220279635743847,-0.0205736055423238,6929.57032812424
-0.0220279635743847,-0.0204007181007917,6929.5806786633
-0.0220279635743847,-0.0202278306592596,6929.59104766644
-0.0220279635743847,-0.0200549432177274,6929.60143513368
-0.0220279635743847,-0.0198820557761953,6929.61184106502
-0.0220279635743847,-0.0197091683346632,6929.62226546048
-0.0220279635743847,-0.019536280893131,6929.63270832008
-0.0220279635743847,-0.0193633934515989,6929.64316964384
-0.0220279635743847,-0.0191905060100668,6929.65364943178
-0.0220279635743847,-0.0190176185685346,6929.66414768389
-0.0220279635743847,-0.0188447311270025,6929.67466440021
-0.0220279635743847,-0.0186718436854704,6929.68519958074
-0.0220279635743847,-0.0184989562439382,6929.69575322551
-0.0220279635743847,-0.0183260688024061,6929.70632533452
-0.0220279635743847,-0.018153181360874,6929.71691590779
-0.0220279635743847,-0.0179802939193418,6929.72752494534
-0.0220279635743847,-0.0178074064778097,6929.73815244717
-0.0220279635743847,-0.0176345190362776,6929.74879841331
-0.0220279635743847,-0.0174616315947454,6929.75946284377
-0.0220279635743847,-0.0172887441532133,6929.77014573856
-0.0220279635743847,-0.0171158567116812,6929.78084709769
