"Epoch","theta1","theta2","Loss"
1,-0.463412774726748,0.826685215346515,7205.11023914441
2,-0.125737681031242,0.153495913008359,6942.19587445313
3,-0.0579127772336547,0.0168015784982125,6931.28892107214
4,-0.0446445370818123,-0.0103275174361444,6930.8615328164
5,-0.0420535838776569,-0.0157072443305266,6930.84482463971
6,-0.0415478244880825,-0.0167740791347009,6930.84417143414
7,-0.0414491231071685,-0.0169856500707751,6930.84414589341
8,-0.0414298654399519,-0.0170276101354494,6930.8441448946
9,-0.0414261089362912,-0.0170359323208543,6930.84414485553
10,-0.0414253763469752,-0.0170375829886546,6930.844144854
11,-0.04142523351335,-0.0170379104070093,6930.84414485394
12,-0.0414252056720375,-0.0170379753552535,6930.84414485394
13,-0.041425200335368,-0.0170379880261926,6930.84414485394
