"Epoch","theta1","theta2","Loss"
1,0.25760435173288,0.555853254161775,7053.59946794669
2,0.129769823343463,0.0628064927844864,6932.12156234244
3,0.10643325664602,-0.0341762982343527,6927.44349372403
4,0.102288967248843,-0.0531135099293511,6927.26683512621
5,0.101563565227109,-0.0568139027974804,6927.26015211104
6,0.101438666880243,-0.0575374809008851,6927.25989875194
7,0.101417617583028,-0.057679061907579,6927.25988912625
8,0.101414173222728,-0.0577067826715761,6927.25988875973
9,0.101413633509413,-0.0577122137984484,6927.25988874574
10,0.101413554645801,-0.0577132785887185,6927.2598887452
11,0.101413544545276,-0.0577134874857791,6927.25988874518
12,0.101413544352449,-0.0577134937165721,6927.25988874518
