"Epoch","theta1","theta2","Loss"
1,0.664306837134063,0.701207661535591,7206.64605222801
2,0.212289261053818,0.0911898161022029,6938.2446595129
3,0.122733405829545,-0.0290111694706526,6927.66767946587
4,0.10550523963945,-0.0521834143011338,6927.27498576885
5,0.102198521403362,-0.0566479383743728,6927.26044755849
6,0.101564108311766,-0.0575081882101639,6927.2599094294
7,0.101442417884942,-0.0576739619747566,6927.25988951081
8,0.101419079970155,-0.0577059102988504,6927.25988877352
9,0.101414605027834,-0.0577120680613901,6927.25988874623
10,0.101413747144598,-0.0577132550387853,6927.25988874522
11,0.101413582715364,-0.0577134838666442,6927.25988874518
12,0.101413551206387,-0.0577135279855459,6927.25988874518
13,0.10141354516985,-0.0577135364928579,6927.25988874518
