"Epoch","theta1","theta2","Loss"
1,-0.607022580690682,0.903595064301044,7352.21068163369
2,-0.0799814743224518,0.128460584516295,6947.20109330633
3,0.0282097821706266,-0.0330287001555819,6929.5707719863
4,0.0498853441279813,-0.0658461048338353,6928.8490566303
5,0.0542322812242889,-0.072519259719884,6928.81946675811
6,0.0551045763065461,-0.0738766031365675,6928.81825232924
7,0.055279670560116,-0.0741526931192159,6928.81820246902
8,0.0553148246422706,-0.0742088476199856,6928.81820042156
9,0.0553218840385278,-0.0742202681517935,6928.81820033747
10,0.0553233019370269,-0.0742225906520244,6928.81820033401
11,0.055323586781265,-0.074223062925678,6928.81820033387
12,0.055323644015196,-0.0742231589544086,6928.81820033387
13,0.0553236555174432,-0.0742231784788751,6928.81820033387
14,0.0553236569826522,-0.0742231809894192,6928.81820033387
