"Epoch","theta1","theta2","Loss"
1,-0.0322427679784596,-0.51324668340385,7011.34289616827
2,0.00263220916164092,-0.274453374774664,6953.01585795005
3,0.0207282218061607,-0.149092640551734,6936.94105320788
4,0.0300829780522447,-0.0836616299659673,6932.56300460318
5,0.034915571393094,-0.0495667124737178,6931.37461124378
6,0.0374118250120572,-0.0318088757098969,6931.0523369943
7,0.0387011849338636,-0.0225612583806724,6930.96496545094
8,0.0393670875603293,-0.0177456476097054,6930.94128020545
9,0.0397109415410703,-0.0152379930742206,6930.93485961863
10,0.0398884614225025,-0.0139321733694289,6930.93311913964
11,0.0399800872295339,-0.0132521880240876,6930.93264733407
12,0.0400273672822975,-0.0128980949684938,6930.93251943751
13,0.040051757774077,-0.0127137050704697,6930.93248476729
14,0.040064336583944,-0.0126176856938515,6930.93247536882
15,0.0400708218701707,-0.012567684220743,6930.93247282105
16,0.0400741644635781,-0.0125416461406224,6930.93247213039
17,0.0400758867160249,-0.0125280868356836,6930.93247194316
18,0.0400767737958616,-0.0125210258022969,6930.93247189241
19,0.0400772305418089,-0.0125173487354407,6930.93247187865
20,0.0400774656273264,-0.0125154338743873,6930.93247187492
21,0.0400775865781654,-0.0125144366898427,6930.93247187391
22,0.0400776487818237,-0.0125139173921427,6930.93247187363
23,0.0400776807588953,-0.0125136469590078,6930.93247187356
24,0.0400776971900582,-0.0125135061254646,6930.93247187354
25,0.0400777056291419,-0.0125134327830732,6930.93247187353
26,0.0400777099613523,-0.0125133945880444,6930.93247187353
27,0.0400777121841511,-0.012513374696821,6930.93247187353
28,0.0400777131525949,-0.0125133659068734,6930.93247187353
